statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,noise_object,category,in_train,in_test,in_cal
NOISE_295,noise_obj_295,noise_obj2_295,0,0,0,0,0,0,True,noise,1,0,0
NOISE_296,noise_obj_296,noise_obj2_296,0,0,0,0,0,0,True,noise,0,0,1
NOISE_297,noise_obj_297,noise_obj2_297,0,0,0,0,0,0,True,noise,1,0,0
NOISE_298,noise_obj_298,noise_obj2_298,0,0,0,0,0,0,True,noise,1,0,0
NOISE_299,noise_obj_299,noise_obj2_299,0,0,0,0,0,0,True,noise,1,0,0
NOISE_300,noise_obj_300,noise_obj2_300,0,0,0,0,0,0,True,noise,0,0,1
NOISE_301,noise_obj_301,noise_obj2_301,0,0,0,0,0,0,True,noise,0,0,1
NOISE_302,noise_obj_302,noise_obj2_302,0,0,0,0,0,0,True,noise,1,0,0
NOISE_303,noise_obj_303,noise_obj2_303,0,0,0,0,0,0,True,noise,0,0,1
NOISE_304,noise_obj_304,noise_obj2_304,0,0,0,0,0,0,True,noise,1,0,0
NOISE_305,noise_obj_305,noise_obj2_305,0,0,0,0,0,0,True,noise,1,0,0
NOISE_306,noise_obj_306,noise_obj2_306,0,0,0,0,0,0,True,noise,1,0,0
NOISE_307,noise_obj_307,noise_obj2_307,0,0,0,0,0,0,True,noise,1,0,0
NOISE_308,noise_obj_308,noise_obj2_308,0,0,0,0,0,0,True,noise,0,1,0
NOISE_309,noise_obj_309,noise_obj2_309,0,0,0,0,0,0,True,noise,1,0,0
NOISE_310,noise_obj_310,noise_obj2_310,0,0,0,0,0,0,True,noise,1,0,0
NOISE_311,noise_obj_311,noise_obj2_311,0,0,0,0,0,0,True,noise,0,0,1
NOISE_312,noise_obj_312,noise_obj2_312,0,0,0,0,0,0,True,noise,1,0,0
NOISE_313,noise_obj_313,noise_obj2_313,0,0,0,0,0,0,True,noise,0,0,1
NOISE_314,noise_obj_314,noise_obj2_314,0,0,0,0,0,0,True,noise,0,0,1
NOISE_315,noise_obj_315,noise_obj2_315,0,0,0,0,0,0,True,noise,1,0,0
NOISE_316,noise_obj_316,noise_obj2_316,0,0,0,0,0,0,True,noise,0,1,0
NOISE_317,noise_obj_317,noise_obj2_317,0,0,0,0,0,0,True,noise,0,0,1
NOISE_318,noise_obj_318,noise_obj2_318,0,0,0,0,0,0,True,noise,0,1,0
NOISE_319,noise_obj_319,noise_obj2_319,0,0,0,0,0,0,True,noise,1,0,0
NOISE_320,noise_obj_320,noise_obj2_320,0,0,0,0,0,0,True,noise,0,1,0
NOISE_321,noise_obj_321,noise_obj2_321,0,0,0,0,0,0,True,noise,1,0,0
NOISE_322,noise_obj_322,noise_obj2_322,0,0,0,0,0,0,True,noise,0,1,0
NOISE_323,noise_obj_323,noise_obj2_323,0,0,0,0,0,0,True,noise,0,0,1
NOISE_324,noise_obj_324,noise_obj2_324,0,0,0,0,0,0,True,noise,0,1,0
NOISE_325,noise_obj_325,noise_obj2_325,0,0,0,0,0,0,True,noise,0,1,0
NOISE_326,noise_obj_326,noise_obj2_326,0,0,0,0,0,0,True,noise,1,0,0
NOISE_327,noise_obj_327,noise_obj2_327,0,0,0,0,0,0,True,noise,0,1,0
NOISE_328,noise_obj_328,noise_obj2_328,0,0,0,0,0,0,True,noise,1,0,0
NOISE_329,noise_obj_329,noise_obj2_329,0,0,0,0,0,0,True,noise,0,0,1
NOISE_330,noise_obj_330,noise_obj2_330,0,0,0,0,0,0,True,noise,1,0,0
NOISE_331,noise_obj_331,noise_obj2_331,0,0,0,0,0,0,True,noise,1,0,0
NOISE_332,noise_obj_332,noise_obj2_332,0,0,0,0,0,0,True,noise,0,0,1
NOISE_333,noise_obj_333,noise_obj2_333,0,0,0,0,0,0,True,noise,0,0,1
NOISE_334,noise_obj_334,noise_obj2_334,0,0,0,0,0,0,True,noise,1,0,0
NOISE_335,noise_obj_335,noise_obj2_335,0,0,0,0,0,0,True,noise,0,0,1
NOISE_336,noise_obj_336,noise_obj2_336,0,0,0,0,0,0,True,noise,1,0,0
NOISE_337,noise_obj_337,noise_obj2_337,0,0,0,0,0,0,True,noise,1,0,0
NOISE_338,noise_obj_338,noise_obj2_338,0,0,0,0,0,0,True,noise,1,0,0
NOISE_339,noise_obj_339,noise_obj2_339,0,0,0,0,0,0,True,noise,0,0,1
NOISE_340,noise_obj_340,noise_obj2_340,0,0,0,0,0,0,True,noise,1,0,0
NOISE_341,noise_obj_341,noise_obj2_341,0,0,0,0,0,0,True,noise,0,1,0
NOISE_342,noise_obj_342,noise_obj2_342,0,0,0,0,0,0,True,noise,0,0,1
NOISE_343,noise_obj_343,noise_obj2_343,0,0,0,0,0,0,True,noise,1,0,0
NOISE_344,noise_obj_344,noise_obj2_344,0,0,0,0,0,0,True,noise,1,0,0
NOISE_345,noise_obj_345,noise_obj2_345,0,0,0,0,0,0,True,noise,1,0,0
NOISE_346,noise_obj_346,noise_obj2_346,0,0,0,0,0,0,True,noise,0,1,0
NOISE_347,noise_obj_347,noise_obj2_347,0,0,0,0,0,0,True,noise,0,0,1
NOISE_348,noise_obj_348,noise_obj2_348,0,0,0,0,0,0,True,noise,0,1,0
NOISE_349,noise_obj_349,noise_obj2_349,0,0,0,0,0,0,True,noise,0,0,1
NOISE_350,noise_obj_350,noise_obj2_350,0,0,0,0,0,0,True,noise,1,0,0
NOISE_351,noise_obj_351,noise_obj2_351,0,0,0,0,0,0,True,noise,1,0,0
NOISE_352,noise_obj_352,noise_obj2_352,0,0,0,0,0,0,True,noise,1,0,0
NOISE_353,noise_obj_353,noise_obj2_353,0,0,0,0,0,0,True,noise,1,0,0
NOISE_354,noise_obj_354,noise_obj2_354,0,0,0,0,0,0,True,noise,1,0,0
NOISE_355,noise_obj_355,noise_obj2_355,0,0,0,0,0,0,True,noise,0,1,0
NOISE_356,noise_obj_356,noise_obj2_356,0,0,0,0,0,0,True,noise,1,0,0
NOISE_357,noise_obj_357,noise_obj2_357,0,0,0,0,0,0,True,noise,0,1,0
NOISE_358,noise_obj_358,noise_obj2_358,0,0,0,0,0,0,True,noise,0,1,0
NOISE_359,noise_obj_359,noise_obj2_359,0,0,0,0,0,0,True,noise,0,0,1
NOISE_360,noise_obj_360,noise_obj2_360,0,0,0,0,0,0,True,noise,1,0,0
NOISE_361,noise_obj_361,noise_obj2_361,0,0,0,0,0,0,True,noise,1,0,0
NOISE_362,noise_obj_362,noise_obj2_362,0,0,0,0,0,0,True,noise,0,0,1
NOISE_363,noise_obj_363,noise_obj2_363,0,0,0,0,0,0,True,noise,1,0,0
NOISE_364,noise_obj_364,noise_obj2_364,0,0,0,0,0,0,True,noise,0,0,1
NOISE_365,noise_obj_365,noise_obj2_365,0,0,0,0,0,0,True,noise,0,1,0
NOISE_366,noise_obj_366,noise_obj2_366,0,0,0,0,0,0,True,noise,0,0,1
NOISE_367,noise_obj_367,noise_obj2_367,0,0,0,0,0,0,True,noise,1,0,0
NOISE_368,noise_obj_368,noise_obj2_368,0,0,0,0,0,0,True,noise,1,0,0
NOISE_369,noise_obj_369,noise_obj2_369,0,0,0,0,0,0,True,noise,0,0,1
NOISE_370,noise_obj_370,noise_obj2_370,0,0,0,0,0,0,True,noise,0,0,1
NOISE_371,noise_obj_371,noise_obj2_371,0,0,0,0,0,0,True,noise,1,0,0
NOISE_372,noise_obj_372,noise_obj2_372,0,0,0,0,0,0,True,noise,0,0,1
NOISE_373,noise_obj_373,noise_obj2_373,0,0,0,0,0,0,True,noise,1,0,0
NOISE_374,noise_obj_374,noise_obj2_374,0,0,0,0,0,0,True,noise,0,1,0
NOISE_375,noise_obj_375,noise_obj2_375,0,0,0,0,0,0,True,noise,0,0,1
NOISE_376,noise_obj_376,noise_obj2_376,0,0,0,0,0,0,True,noise,0,1,0
NOISE_377,noise_obj_377,noise_obj2_377,0,0,0,0,0,0,True,noise,0,1,0
NOISE_378,noise_obj_378,noise_obj2_378,0,0,0,0,0,0,True,noise,0,1,0
NOISE_379,noise_obj_379,noise_obj2_379,0,0,0,0,0,0,True,noise,1,0,0
NOISE_380,noise_obj_380,noise_obj2_380,0,0,0,0,0,0,True,noise,1,0,0
NOISE_381,noise_obj_381,noise_obj2_381,0,0,0,0,0,0,True,noise,0,1,0
NOISE_382,noise_obj_382,noise_obj2_382,0,0,0,0,0,0,True,noise,0,1,0
NOISE_383,noise_obj_383,noise_obj2_383,0,0,0,0,0,0,True,noise,0,1,0
NOISE_384,noise_obj_384,noise_obj2_384,0,0,0,0,0,0,True,noise,0,0,1
NOISE_385,noise_obj_385,noise_obj2_385,0,0,0,0,0,0,True,noise,0,0,1
NOISE_386,noise_obj_386,noise_obj2_386,0,0,0,0,0,0,True,noise,0,0,1
NOISE_387,noise_obj_387,noise_obj2_387,0,0,0,0,0,0,True,noise,1,0,0
NOISE_388,noise_obj_388,noise_obj2_388,0,0,0,0,0,0,True,noise,1,0,0
NOISE_389,noise_obj_389,noise_obj2_389,0,0,0,0,0,0,True,noise,0,0,1
NOISE_390,noise_obj_390,noise_obj2_390,0,0,0,0,0,0,True,noise,1,0,0
NOISE_391,noise_obj_391,noise_obj2_391,0,0,0,0,0,0,True,noise,0,1,0
NOISE_392,noise_obj_392,noise_obj2_392,0,0,0,0,0,0,True,noise,0,0,1
NOISE_393,noise_obj_393,noise_obj2_393,0,0,0,0,0,0,True,noise,1,0,0
NOISE_394,noise_obj_394,noise_obj2_394,0,0,0,0,0,0,True,noise,1,0,0
NOISE_395,noise_obj_395,noise_obj2_395,0,0,0,0,0,0,True,noise,1,0,0
NOISE_396,noise_obj_396,noise_obj2_396,0,0,0,0,0,0,True,noise,0,0,1
NOISE_397,noise_obj_397,noise_obj2_397,0,0,0,0,0,0,True,noise,0,0,1
NOISE_398,noise_obj_398,noise_obj2_398,0,0,0,0,0,0,True,noise,1,0,0
NOISE_399,noise_obj_399,noise_obj2_399,0,0,0,0,0,0,True,noise,1,0,0
NOISE_400,noise_obj_400,noise_obj2_400,0,0,0,0,0,0,True,noise,1,0,0
NOISE_401,noise_obj_401,noise_obj2_401,0,0,0,0,0,0,True,noise,0,1,0
NOISE_402,noise_obj_402,noise_obj2_402,0,0,0,0,0,0,True,noise,1,0,0
NOISE_403,noise_obj_403,noise_obj2_403,0,0,0,0,0,0,True,noise,0,0,1
NOISE_404,noise_obj_404,noise_obj2_404,0,0,0,0,0,0,True,noise,1,0,0
NOISE_405,noise_obj_405,noise_obj2_405,0,0,0,0,0,0,True,noise,0,1,0
NOISE_406,noise_obj_406,noise_obj2_406,0,0,0,0,0,0,True,noise,1,0,0
NOISE_407,noise_obj_407,noise_obj2_407,0,0,0,0,0,0,True,noise,0,0,1
NOISE_408,noise_obj_408,noise_obj2_408,0,0,0,0,0,0,True,noise,1,0,0
NOISE_409,noise_obj_409,noise_obj2_409,0,0,0,0,0,0,True,noise,1,0,0
NOISE_410,noise_obj_410,noise_obj2_410,0,0,0,0,0,0,True,noise,0,0,1
NOISE_411,noise_obj_411,noise_obj2_411,0,0,0,0,0,0,True,noise,0,1,0
NOISE_412,noise_obj_412,noise_obj2_412,0,0,0,0,0,0,True,noise,0,1,0
NOISE_413,noise_obj_413,noise_obj2_413,0,0,0,0,0,0,True,noise,0,1,0
NOISE_414,noise_obj_414,noise_obj2_414,0,0,0,0,0,0,True,noise,0,1,0
NOISE_415,noise_obj_415,noise_obj2_415,0,0,0,0,0,0,True,noise,1,0,0
NOISE_416,noise_obj_416,noise_obj2_416,0,0,0,0,0,0,True,noise,0,0,1
NOISE_417,noise_obj_417,noise_obj2_417,0,0,0,0,0,0,True,noise,1,0,0
NOISE_418,noise_obj_418,noise_obj2_418,0,0,0,0,0,0,True,noise,0,0,1
NOISE_419,noise_obj_419,noise_obj2_419,0,0,0,0,0,0,True,noise,1,0,0
NOISE_420,noise_obj_420,noise_obj2_420,0,0,0,0,0,0,True,noise,1,0,0
NOISE_421,noise_obj_421,noise_obj2_421,0,0,0,0,0,0,True,noise,1,0,0
NOISE_422,noise_obj_422,noise_obj2_422,0,0,0,0,0,0,True,noise,1,0,0
NOISE_423,noise_obj_423,noise_obj2_423,0,0,0,0,0,0,True,noise,1,0,0
NOISE_424,noise_obj_424,noise_obj2_424,0,0,0,0,0,0,True,noise,1,0,0
NOISE_425,noise_obj_425,noise_obj2_425,0,0,0,0,0,0,True,noise,1,0,0
NOISE_426,noise_obj_426,noise_obj2_426,0,0,0,0,0,0,True,noise,0,1,0
NOISE_427,noise_obj_427,noise_obj2_427,0,0,0,0,0,0,True,noise,1,0,0
NOISE_428,noise_obj_428,noise_obj2_428,0,0,0,0,0,0,True,noise,0,1,0
NOISE_429,noise_obj_429,noise_obj2_429,0,0,0,0,0,0,True,noise,1,0,0
NOISE_430,noise_obj_430,noise_obj2_430,0,0,0,0,0,0,True,noise,0,1,0
NOISE_431,noise_obj_431,noise_obj2_431,0,0,0,0,0,0,True,noise,0,1,0
NOISE_432,noise_obj_432,noise_obj2_432,0,0,0,0,0,0,True,noise,0,0,1
NOISE_433,noise_obj_433,noise_obj2_433,0,0,0,0,0,0,True,noise,1,0,0
NOISE_434,noise_obj_434,noise_obj2_434,0,0,0,0,0,0,True,noise,1,0,0
NOISE_435,noise_obj_435,noise_obj2_435,0,0,0,0,0,0,True,noise,1,0,0
NOISE_436,noise_obj_436,noise_obj2_436,0,0,0,0,0,0,True,noise,1,0,0
NOISE_437,noise_obj_437,noise_obj2_437,0,0,0,0,0,0,True,noise,0,0,1
NOISE_438,noise_obj_438,noise_obj2_438,0,0,0,0,0,0,True,noise,1,0,0
NOISE_439,noise_obj_439,noise_obj2_439,0,0,0,0,0,0,True,noise,1,0,0
NOISE_440,noise_obj_440,noise_obj2_440,0,0,0,0,0,0,True,noise,0,0,1
NOISE_441,noise_obj_441,noise_obj2_441,0,0,0,0,0,0,True,noise,1,0,0
NOISE_442,noise_obj_442,noise_obj2_442,0,0,0,0,0,0,True,noise,0,0,1
NOISE_443,noise_obj_443,noise_obj2_443,0,0,0,0,0,0,True,noise,0,1,0
NOISE_444,noise_obj_444,noise_obj2_444,0,0,0,0,0,0,True,noise,0,1,0
NOISE_445,noise_obj_445,noise_obj2_445,0,0,0,0,0,0,True,noise,1,0,0
NOISE_446,noise_obj_446,noise_obj2_446,0,0,0,0,0,0,True,noise,0,1,0
NOISE_447,noise_obj_447,noise_obj2_447,0,0,0,0,0,0,True,noise,1,0,0
NOISE_448,noise_obj_448,noise_obj2_448,0,0,0,0,0,0,True,noise,1,0,0
NOISE_449,noise_obj_449,noise_obj2_449,0,0,0,0,0,0,True,noise,0,1,0
NOISE_450,noise_obj_450,noise_obj2_450,0,0,0,0,0,0,True,noise,0,0,1
NOISE_451,noise_obj_451,noise_obj2_451,0,0,0,0,0,0,True,noise,0,0,1
NOISE_452,noise_obj_452,noise_obj2_452,0,0,0,0,0,0,True,noise,0,0,1
NOISE_453,noise_obj_453,noise_obj2_453,0,0,0,0,0,0,True,noise,0,0,1
NOISE_454,noise_obj_454,noise_obj2_454,0,0,0,0,0,0,True,noise,1,0,0
NOISE_455,noise_obj_455,noise_obj2_455,0,0,0,0,0,0,True,noise,1,0,0
NOISE_456,noise_obj_456,noise_obj2_456,0,0,0,0,0,0,True,noise,0,1,0
NOISE_457,noise_obj_457,noise_obj2_457,0,0,0,0,0,0,True,noise,1,0,0
NOISE_458,noise_obj_458,noise_obj2_458,0,0,0,0,0,0,True,noise,0,0,1
NOISE_459,noise_obj_459,noise_obj2_459,0,0,0,0,0,0,True,noise,0,1,0
NOISE_460,noise_obj_460,noise_obj2_460,0,0,0,0,0,0,True,noise,0,1,0
NOISE_461,noise_obj_461,noise_obj2_461,0,0,0,0,0,0,True,noise,0,1,0
NOISE_462,noise_obj_462,noise_obj2_462,0,0,0,0,0,0,True,noise,1,0,0
NOISE_463,noise_obj_463,noise_obj2_463,0,0,0,0,0,0,True,noise,1,0,0
NOISE_464,noise_obj_464,noise_obj2_464,0,0,0,0,0,0,True,noise,1,0,0
NOISE_465,noise_obj_465,noise_obj2_465,0,0,0,0,0,0,True,noise,0,1,0
NOISE_466,noise_obj_466,noise_obj2_466,0,0,0,0,0,0,True,noise,0,1,0
NOISE_467,noise_obj_467,noise_obj2_467,0,0,0,0,0,0,True,noise,0,1,0
NOISE_468,noise_obj_468,noise_obj2_468,0,0,0,0,0,0,True,noise,0,1,0
NOISE_469,noise_obj_469,noise_obj2_469,0,0,0,0,0,0,True,noise,1,0,0
NOISE_470,noise_obj_470,noise_obj2_470,0,0,0,0,0,0,True,noise,1,0,0
NOISE_471,noise_obj_471,noise_obj2_471,0,0,0,0,0,0,True,noise,1,0,0
NOISE_472,noise_obj_472,noise_obj2_472,0,0,0,0,0,0,True,noise,1,0,0
NOISE_473,noise_obj_473,noise_obj2_473,0,0,0,0,0,0,True,noise,0,1,0
NOISE_474,noise_obj_474,noise_obj2_474,0,0,0,0,0,0,True,noise,1,0,0
NOISE_475,noise_obj_475,noise_obj2_475,0,0,0,0,0,0,True,noise,0,0,1
NOISE_476,noise_obj_476,noise_obj2_476,0,0,0,0,0,0,True,noise,0,1,0
NOISE_477,noise_obj_477,noise_obj2_477,0,0,0,0,0,0,True,noise,0,1,0
NOISE_478,noise_obj_478,noise_obj2_478,0,0,0,0,0,0,True,noise,1,0,0
NOISE_479,noise_obj_479,noise_obj2_479,0,0,0,0,0,0,True,noise,0,1,0
NOISE_480,noise_obj_480,noise_obj2_480,0,0,0,0,0,0,True,noise,1,0,0
NOISE_481,noise_obj_481,noise_obj2_481,0,0,0,0,0,0,True,noise,0,0,1
NOISE_482,noise_obj_482,noise_obj2_482,0,0,0,0,0,0,True,noise,1,0,0
NOISE_483,noise_obj_483,noise_obj2_483,0,0,0,0,0,0,True,noise,0,0,1
NOISE_484,noise_obj_484,noise_obj2_484,0,0,0,0,0,0,True,noise,0,0,1
NOISE_485,noise_obj_485,noise_obj2_485,0,0,0,0,0,0,True,noise,0,1,0
NOISE_486,noise_obj_486,noise_obj2_486,0,0,0,0,0,0,True,noise,1,0,0
NOISE_487,noise_obj_487,noise_obj2_487,0,0,0,0,0,0,True,noise,0,1,0
NOISE_488,noise_obj_488,noise_obj2_488,0,0,0,0,0,0,True,noise,1,0,0
NOISE_489,noise_obj_489,noise_obj2_489,0,0,0,0,0,0,True,noise,0,1,0
NOISE_490,noise_obj_490,noise_obj2_490,0,0,0,0,0,0,True,noise,0,0,1
NOISE_491,noise_obj_491,noise_obj2_491,0,0,0,0,0,0,True,noise,0,0,1
NOISE_492,noise_obj_492,noise_obj2_492,0,0,0,0,0,0,True,noise,0,0,1
NOISE_493,noise_obj_493,noise_obj2_493,0,0,0,0,0,0,True,noise,1,0,0
NOISE_494,noise_obj_494,noise_obj2_494,0,0,0,0,0,0,True,noise,0,1,0
NOISE_495,noise_obj_495,noise_obj2_495,0,0,0,0,0,0,True,noise,1,0,0
NOISE_496,noise_obj_496,noise_obj2_496,0,0,0,0,0,0,True,noise,0,1,0
NOISE_497,noise_obj_497,noise_obj2_497,0,0,0,0,0,0,True,noise,0,1,0
NOISE_498,noise_obj_498,noise_obj2_498,0,0,0,0,0,0,True,noise,1,0,0
NOISE_499,noise_obj_499,noise_obj2_499,0,0,0,0,0,0,True,noise,0,0,1
NOISE_500,noise_obj_500,noise_obj2_500,0,0,0,0,0,0,True,noise,0,0,1
NOISE_501,noise_obj_501,noise_obj2_501,0,0,0,0,0,0,True,noise,1,0,0
NOISE_502,noise_obj_502,noise_obj2_502,0,0,0,0,0,0,True,noise,0,0,1
NOISE_503,noise_obj_503,noise_obj2_503,0,0,0,0,0,0,True,noise,0,0,1
NOISE_504,noise_obj_504,noise_obj2_504,0,0,0,0,0,0,True,noise,0,0,1
NOISE_505,noise_obj_505,noise_obj2_505,0,0,0,0,0,0,True,noise,1,0,0
NOISE_506,noise_obj_506,noise_obj2_506,0,0,0,0,0,0,True,noise,0,1,0
NOISE_507,noise_obj_507,noise_obj2_507,0,0,0,0,0,0,True,noise,0,0,1
NOISE_508,noise_obj_508,noise_obj2_508,0,0,0,0,0,0,True,noise,0,0,1
NOISE_509,noise_obj_509,noise_obj2_509,0,0,0,0,0,0,True,noise,1,0,0
NOISE_510,noise_obj_510,noise_obj2_510,0,0,0,0,0,0,True,noise,0,0,1
NOISE_511,noise_obj_511,noise_obj2_511,0,0,0,0,0,0,True,noise,1,0,0
NOISE_512,noise_obj_512,noise_obj2_512,0,0,0,0,0,0,True,noise,1,0,0
NOISE_513,noise_obj_513,noise_obj2_513,0,0,0,0,0,0,True,noise,0,1,0
NOISE_514,noise_obj_514,noise_obj2_514,0,0,0,0,0,0,True,noise,1,0,0
NOISE_515,noise_obj_515,noise_obj2_515,0,0,0,0,0,0,True,noise,0,1,0
NOISE_516,noise_obj_516,noise_obj2_516,0,0,0,0,0,0,True,noise,1,0,0
NOISE_517,noise_obj_517,noise_obj2_517,0,0,0,0,0,0,True,noise,1,0,0
NOISE_518,noise_obj_518,noise_obj2_518,0,0,0,0,0,0,True,noise,0,0,1
NOISE_519,noise_obj_519,noise_obj2_519,0,0,0,0,0,0,True,noise,0,1,0
NOISE_520,noise_obj_520,noise_obj2_520,0,0,0,0,0,0,True,noise,1,0,0
NOISE_521,noise_obj_521,noise_obj2_521,0,0,0,0,0,0,True,noise,0,0,1
NOISE_522,noise_obj_522,noise_obj2_522,0,0,0,0,0,0,True,noise,0,1,0
NOISE_523,noise_obj_523,noise_obj2_523,0,0,0,0,0,0,True,noise,0,0,1
NOISE_524,noise_obj_524,noise_obj2_524,0,0,0,0,0,0,True,noise,0,1,0
NOISE_525,noise_obj_525,noise_obj2_525,0,0,0,0,0,0,True,noise,0,0,1
NOISE_526,noise_obj_526,noise_obj2_526,0,0,0,0,0,0,True,noise,0,0,1
NOISE_527,noise_obj_527,noise_obj2_527,0,0,0,0,0,0,True,noise,1,0,0
NOISE_528,noise_obj_528,noise_obj2_528,0,0,0,0,0,0,True,noise,0,0,1
NOISE_529,noise_obj_529,noise_obj2_529,0,0,0,0,0,0,True,noise,0,0,1
NOISE_530,noise_obj_530,noise_obj2_530,0,0,0,0,0,0,True,noise,0,1,0
NOISE_531,noise_obj_531,noise_obj2_531,0,0,0,0,0,0,True,noise,1,0,0
NOISE_532,noise_obj_532,noise_obj2_532,0,0,0,0,0,0,True,noise,1,0,0
NOISE_533,noise_obj_533,noise_obj2_533,0,0,0,0,0,0,True,noise,0,0,1
NOISE_534,noise_obj_534,noise_obj2_534,0,0,0,0,0,0,True,noise,0,0,1
NOISE_535,noise_obj_535,noise_obj2_535,0,0,0,0,0,0,True,noise,0,0,1
NOISE_536,noise_obj_536,noise_obj2_536,0,0,0,0,0,0,True,noise,1,0,0
NOISE_537,noise_obj_537,noise_obj2_537,0,0,0,0,0,0,True,noise,0,1,0
NOISE_538,noise_obj_538,noise_obj2_538,0,0,0,0,0,0,True,noise,0,1,0
NOISE_539,noise_obj_539,noise_obj2_539,0,0,0,0,0,0,True,noise,0,1,0
NOISE_540,noise_obj_540,noise_obj2_540,0,0,0,0,0,0,True,noise,0,0,1
NOISE_541,noise_obj_541,noise_obj2_541,0,0,0,0,0,0,True,noise,1,0,0
NOISE_542,noise_obj_542,noise_obj2_542,0,0,0,0,0,0,True,noise,1,0,0
NOISE_543,noise_obj_543,noise_obj2_543,0,0,0,0,0,0,True,noise,0,0,1
NOISE_544,noise_obj_544,noise_obj2_544,0,0,0,0,0,0,True,noise,1,0,0
NOISE_545,noise_obj_545,noise_obj2_545,0,0,0,0,0,0,True,noise,1,0,0
NOISE_546,noise_obj_546,noise_obj2_546,0,0,0,0,0,0,True,noise,1,0,0
NOISE_547,noise_obj_547,noise_obj2_547,0,0,0,0,0,0,True,noise,0,0,1
NOISE_548,noise_obj_548,noise_obj2_548,0,0,0,0,0,0,True,noise,0,0,1
NOISE_549,noise_obj_549,noise_obj2_549,0,0,0,0,0,0,True,noise,0,0,1
NOISE_550,noise_obj_550,noise_obj2_550,0,0,0,0,0,0,True,noise,1,0,0
NOISE_551,noise_obj_551,noise_obj2_551,0,0,0,0,0,0,True,noise,1,0,0
NOISE_552,noise_obj_552,noise_obj2_552,0,0,0,0,0,0,True,noise,1,0,0
NOISE_553,noise_obj_553,noise_obj2_553,0,0,0,0,0,0,True,noise,0,0,1
NOISE_554,noise_obj_554,noise_obj2_554,0,0,0,0,0,0,True,noise,1,0,0
NOISE_555,noise_obj_555,noise_obj2_555,0,0,0,0,0,0,True,noise,0,0,1
NOISE_556,noise_obj_556,noise_obj2_556,0,0,0,0,0,0,True,noise,1,0,0
NOISE_557,noise_obj_557,noise_obj2_557,0,0,0,0,0,0,True,noise,1,0,0
NOISE_558,noise_obj_558,noise_obj2_558,0,0,0,0,0,0,True,noise,1,0,0
NOISE_559,noise_obj_559,noise_obj2_559,0,0,0,0,0,0,True,noise,0,1,0
NOISE_560,noise_obj_560,noise_obj2_560,0,0,0,0,0,0,True,noise,0,0,1
NOISE_561,noise_obj_561,noise_obj2_561,0,0,0,0,0,0,True,noise,1,0,0
NOISE_562,noise_obj_562,noise_obj2_562,0,0,0,0,0,0,True,noise,1,0,0
NOISE_563,noise_obj_563,noise_obj2_563,0,0,0,0,0,0,True,noise,0,1,0
NOISE_564,noise_obj_564,noise_obj2_564,0,0,0,0,0,0,True,noise,0,0,1
NOISE_565,noise_obj_565,noise_obj2_565,0,0,0,0,0,0,True,noise,1,0,0
NOISE_566,noise_obj_566,noise_obj2_566,0,0,0,0,0,0,True,noise,0,1,0
NOISE_567,noise_obj_567,noise_obj2_567,0,0,0,0,0,0,True,noise,1,0,0
NOISE_568,noise_obj_568,noise_obj2_568,0,0,0,0,0,0,True,noise,0,1,0
NOISE_569,noise_obj_569,noise_obj2_569,0,0,0,0,0,0,True,noise,1,0,0
NOISE_570,noise_obj_570,noise_obj2_570,0,0,0,0,0,0,True,noise,1,0,0
NOISE_571,noise_obj_571,noise_obj2_571,0,0,0,0,0,0,True,noise,0,0,1
NOISE_572,noise_obj_572,noise_obj2_572,0,0,0,0,0,0,True,noise,0,1,0
NOISE_573,noise_obj_573,noise_obj2_573,0,0,0,0,0,0,True,noise,0,1,0
NOISE_574,noise_obj_574,noise_obj2_574,0,0,0,0,0,0,True,noise,1,0,0
NOISE_575,noise_obj_575,noise_obj2_575,0,0,0,0,0,0,True,noise,1,0,0
NOISE_576,noise_obj_576,noise_obj2_576,0,0,0,0,0,0,True,noise,1,0,0
NOISE_577,noise_obj_577,noise_obj2_577,0,0,0,0,0,0,True,noise,1,0,0
NOISE_578,noise_obj_578,noise_obj2_578,0,0,0,0,0,0,True,noise,0,0,1
NOISE_579,noise_obj_579,noise_obj2_579,0,0,0,0,0,0,True,noise,1,0,0
NOISE_580,noise_obj_580,noise_obj2_580,0,0,0,0,0,0,True,noise,1,0,0
NOISE_581,noise_obj_581,noise_obj2_581,0,0,0,0,0,0,True,noise,1,0,0
NOISE_582,noise_obj_582,noise_obj2_582,0,0,0,0,0,0,True,noise,1,0,0
NOISE_583,noise_obj_583,noise_obj2_583,0,0,0,0,0,0,True,noise,0,0,1
NOISE_584,noise_obj_584,noise_obj2_584,0,0,0,0,0,0,True,noise,0,1,0
NOISE_585,noise_obj_585,noise_obj2_585,0,0,0,0,0,0,True,noise,1,0,0
NOISE_586,noise_obj_586,noise_obj2_586,0,0,0,0,0,0,True,noise,0,0,1
NOISE_587,noise_obj_587,noise_obj2_587,0,0,0,0,0,0,True,noise,1,0,0
NOISE_588,noise_obj_588,noise_obj2_588,0,0,0,0,0,0,True,noise,0,1,0
NOISE_589,noise_obj_589,noise_obj2_589,0,0,0,0,0,0,True,noise,1,0,0
NOISE_590,noise_obj_590,noise_obj2_590,0,0,0,0,0,0,True,noise,0,0,1
