statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Ethamide is indicated for the treatment of atori infective Disease.,Ethamide,atori infective Disease,"acute mucoronia, atori infective Disease",0,0,0,1,0,indications,1,0,0
Isavucosalifolisoprofiban is indicated for the treatment of neumatotory ostomia.,Isavucosalifolisoprofiban,neumatotory ostomia,"sleediciencer, neumatotory ostomia",0,0,0,1,0,indications,1,0,0
Efavirenol is not indicated for the treatment of molynes.,Efavirenol,molynes,"bactive tumors, molynes",0,1,0,1,0,indications,0,1,0
Sofan is not indicated for the treatment of migranitabias.,Sofan,migranitabias,"migranitabias, bact barbancercolis",0,1,0,1,0,indications,0,1,0
Miglipranel is not indicated for the treatment of itchiection.,Miglipranel,itchiection,"uronchospastoma, ceral infarcinoma",0,1,0,1,0,indications,0,1,0
Estronic tril is indicated for the treatment of meiboflammatitis.,Estronic tril,meiboflammatitis,"meiboflammatitis, arrhythmianic",0,0,0,1,0,indications,0,1,0
Alemetamolimus is not indicated for the treatment of bact barbancercolis.,Alemetamolimus,bact barbancercolis,"myotroid andrombosis bulitis, ovagillar disease",0,1,0,1,0,indications,0,1,0
Inosuvast is not indicated for the treatment of ceral infarcinoma.,Inosuvast,ceral infarcinoma,"left ventions, intriculatus",0,1,0,1,0,indications,0,0,1
Filgraplate is not indicated for the treatment of migranitabias.,Filgraplate,migranitabias,"coppendomycosis, migranitabias",0,1,0,1,0,indications,0,1,0
Zometrafen is indicated for the treatment of cerebral canceratitis.,Zometrafen,cerebral canceratitis,"ceral infarcinoma, postolorhythemia",0,0,0,1,0,indications,1,0,0
Bipene oil is indicated for the treatment of Zellitis.,Bipene oil,Zellitis,"Zellitis, hyperampsies",0,0,0,1,0,indications,1,0,0
Fluconatat is indicated for the treatment of chronchol dism.,Fluconatat,chronchol dism,"aneous carcinoma, bronary hea",0,0,0,1,0,indications,0,0,1
Argase ant is not indicated for the treatment of allergic anding.,Argase ant,allergic anding,"fibronary hyperal infection, hypoteineal disorder",0,1,0,1,0,indications,1,0,0
Nalmitrigitol is not indicated for the treatment of Vasophyria.,Nalmitrigitol,Vasophyria,"coroparalgia, Vasophyria",0,1,0,1,0,indications,1,0,0
Cysternime is not indicated for the treatment of neumatotory ostomia.,Cysternime,neumatotory ostomia,"perebrilepsies, nonvalvulgaris",0,1,0,1,0,indications,1,0,0
Buspium is not indicated for the treatment of perlipidematory loss.,Buspium,perlipidematory loss,"perlipidematory loss, uronchospastoma",0,1,0,1,0,indications,0,1,0
Sorasentol is indicated for the treatment of fibronary hyperal infection.,Sorasentol,fibronary hyperal infection,"thromegalar distruction, fibronary hyperal infection",0,0,0,1,0,indications,0,1,0
INO-166 is indicated for the treatment of reticers.,INO-166,reticers,"memolycemia, reticers",0,0,0,1,0,indications,0,0,1
Flurbide is not indicated for the treatment of carcolitis.,Flurbide,carcolitis,"leprematus angiopathy, live sleedity",0,1,0,1,0,indications,0,1,0
Temocrivir is indicated for the treatment of throparasis.,Temocrivir,throparasis,"throparasis, acteridematoid leukemias",0,0,0,1,0,indications,0,1,0
Azelanzamide is not indicated for the treatment of acular acidosis.,Azelanzamide,acular acidosis,"hepathe overampsis, acular acidosis",0,1,0,1,0,indications,1,0,0
Oxymetazotan is indicated for the treatment of ventions.,Oxymetazotan,ventions,"molynes, postolorhythemia",0,0,0,1,0,indications,0,1,0
Ineconatoride is not indicated for the treatment of fibronary hyperal infection.,Ineconatoride,fibronary hyperal infection,"aneous carcinoma, endocrinessiver",0,1,0,1,0,indications,0,1,0
Grisoxacid is not indicated for the treatment of sinusion.,Grisoxacid,sinusion,"nonal disease, hematocellitus",0,1,0,1,0,indications,1,0,0
Resoxadion is indicated for the treatment of deliriurinency.,Resoxadion,deliriurinency,"teethronchiectiver cancer, Chageal infections",0,0,0,1,0,indications,1,0,0
Talinoglitat is indicated for the treatment of acular acidosis.,Talinoglitat,acular acidosis,"panmyelock, left ventions",0,0,0,1,0,indications,0,1,0
Paclose is not indicated for the treatment of perebrilepsies.,Paclose,perebrilepsies,"perebrilepsies, obstrophy",0,1,0,1,0,indications,0,1,0
Icosartisodenib is indicated for the treatment of acteridematoid leukemias.,Icosartisodenib,acteridematoid leukemias,"hematocellitus, Faminal disorders",0,0,0,1,0,indications,1,0,0
Plicatide is not indicated for the treatment of leprematus angiopathy.,Plicatide,leprematus angiopathy,"leprematus angiopathy, acteridematoid leukemias",0,1,0,1,0,indications,0,0,1
Exemetate is not indicated for the treatment of endocrinessiver.,Exemetate,endocrinessiver,"CMV reathyosis, rhearian cancer",0,1,0,1,0,indications,0,0,1
Talafamelate is not indicated for the treatment of bactive tumors.,Talafamelate,bactive tumors,"breation, hematocellitus",0,1,0,1,0,indications,1,0,0
Nicarpindoleate is not indicated for the treatment of dyslipolyneury.,Nicarpindoleate,dyslipolyneury,"tobact infection, ceral infarcinoma",0,1,0,1,0,indications,0,0,1
Thioprofugin is not indicated for the treatment of astroid cancer.,Thioprofugin,astroid cancer,"prema migrain, coppendomycosis",0,1,0,1,0,indications,0,1,0
Tetroate is indicated for the treatment of aneous carcinoma.,Tetroate,aneous carcinoma,"endocrinessiver, aneous carcinoma",0,0,0,1,0,indications,0,1,0
Fosampane is indicated for the treatment of hyperacterythmia.,Fosampane,hyperacterythmia,"breatory disorders, hyperacterythmia",0,0,0,1,0,indications,0,1,0
Dipyrazone is indicated for the treatment of Onychoticus.,Dipyrazone,Onychoticus,"hematocellitus, Onychoticus",0,0,0,1,0,indications,1,0,0
Talinoglitat is not indicated for the treatment of left ventions.,Talinoglitat,left ventions,"panmyelock, left ventions",0,1,0,1,0,indications,0,0,1
Umecyclizumanib is not indicated for the treatment of opic gangioedema.,Umecyclizumanib,opic gangioedema,"hypoteineal disorder, astronchoplasm",0,1,0,1,0,indications,0,1,0
Zonium arcinoxacin is not indicated for the treatment of acute lymphobladders.,Zonium arcinoxacin,acute lymphobladders,"acute lymphobladders, Shore disorders",0,1,0,1,0,indications,0,1,0
Thioprofugin is indicated for the treatment of nonal disease.,Thioprofugin,nonal disease,"prema migrain, coppendomycosis",0,0,0,1,0,indications,1,0,0
Alumil is not indicated for the treatment of reticers.,Alumil,reticers,"candigemia, reticers",0,1,0,1,0,indications,1,0,0
Cimer succid is not indicated for the treatment of astronchoplasm.,Cimer succid,astronchoplasm,"throparasis, myotroid andrombosis bulitis",0,1,0,1,0,indications,0,1,0
Chlorotermin is indicated for the treatment of hyperacterythmia.,Chlorotermin,hyperacterythmia,"hyperacterythmia, astronchoplasm",0,0,0,1,0,indications,1,0,0
Azelanzamide is not indicated for the treatment of hepathe overampsis.,Azelanzamide,hepathe overampsis,"hepathe overampsis, acular acidosis",0,1,0,1,0,indications,1,0,0
Nalmitrigitol is indicated for the treatment of coroparalgia.,Nalmitrigitol,coroparalgia,"coroparalgia, Vasophyria",0,0,0,1,0,indications,1,0,0
Aldehydrocin is not indicated for the treatment of acid cancer disorders.,Aldehydrocin,acid cancer disorders,"abnorrhosis, CMV reathyosis",0,1,0,1,0,indications,0,0,1
Vilonate is not indicated for the treatment of uronchospastoma.,Vilonate,uronchospastoma,"ovasospasmosis, cer pyloid cancer",0,1,0,1,0,indications,1,0,0
Ursodenesanib is not indicated for the treatment of left ventions.,Ursodenesanib,left ventions,"extracterium, Shore disorders",0,1,0,1,0,indications,1,0,0
Serden is not indicated for the treatment of Shore disorders.,Serden,Shore disorders,"Shore disorders, senic reptic sexual ostableeding",0,1,0,1,0,indications,0,1,0
Lefradine is indicated for the treatment of lupus cell lunguium.,Lefradine,lupus cell lunguium,"lupus cell lunguium, allergic anding",0,0,0,1,0,indications,0,1,0
Cole is not indicated for the treatment of abnorrhosis.,Cole,abnorrhosis,"abnorrhosis, ery tumor",0,1,0,1,0,indications,0,1,0
Edotinamine is not indicated for the treatment of live sleedity.,Edotinamine,live sleedity,"bactive tumors, live sleedity",0,1,0,1,0,indications,1,0,0
Tezafil is not indicated for the treatment of back parkine bral verniasis.,Tezafil,back parkine bral verniasis,"hyperampsies, tumocytic disorder",0,1,0,1,0,indications,0,0,1
Tibofloxazide is not indicated for the treatment of ventions.,Tibofloxazide,ventions,"memolycemia, ventions",0,1,0,1,0,indications,0,1,0
Artemciclon is indicated for the treatment of asperpetiformis.,Artemciclon,asperpetiformis,"adrenitic carcinomas, asperpetiformis",0,0,0,1,0,indications,1,0,0
Fenflumab is not indicated for the treatment of hypotenoma.,Fenflumab,hypotenoma,"hypotenoma, coppendomycosis",0,1,0,1,0,indications,0,0,1
Tasquemipropion is indicated for the treatment of hypotenoma.,Tasquemipropion,hypotenoma,"opic gangioedema, prolone",0,0,0,1,0,indications,0,0,1
Bivampridinib is not indicated for the treatment of postolorhythemia.,Bivampridinib,postolorhythemia,"rheumors, hyperampsies",0,1,0,1,0,indications,0,1,0
Nalmisapenib is indicated for the treatment of hyperampsies.,Nalmisapenib,hyperampsies,"astroid cancer, Zellitis",0,0,0,1,0,indications,0,0,1
Galide is not indicated for the treatment of cer pyloid cancer.,Galide,cer pyloid cancer,"candigemia, sinusion",0,1,0,1,0,indications,1,0,0
SR 1207 is not indicated for the treatment of kidnessive disorders.,SR 1207,kidnessive disorders,"scortis, hypoesotroendomycosis",0,1,0,1,0,indications,0,0,1
Zipramide is not indicated for the treatment of aneous carcinoma.,Zipramide,aneous carcinoma,"live sleedity, aneous carcinoma",0,1,0,1,0,indications,0,1,0
Ciminumab is not indicated for the treatment of malact infarcinoma.,Ciminumab,malact infarcinoma,"malact infarcinoma, arrhythmianic",0,1,0,1,0,indications,0,0,1
Naftadibutylin is indicated for the treatment of megallergic colic.,Naftadibutylin,megallergic colic,"megallergic colic, amous labyrias",0,0,0,1,0,indications,0,1,0
Aldehydrocin is not indicated for the treatment of abnorrhosis.,Aldehydrocin,abnorrhosis,"abnorrhosis, CMV reathyosis",0,1,0,1,0,indications,1,0,0
Ciminumab is not indicated for the treatment of allular diseases.,Ciminumab,allular diseases,"malact infarcinoma, arrhythmianic",0,1,0,1,0,indications,1,0,0
Alumil is indicated for the treatment of hypoesotroendomycosis.,Alumil,hypoesotroendomycosis,"candigemia, reticers",0,0,0,1,0,indications,1,0,0
Annam is not indicated for the treatment of prolone.,Annam,prolone,"akine disorders, prolone",0,1,0,1,0,indications,0,0,1
Tamosamide is not indicated for the treatment of deliriurinency.,Tamosamide,deliriurinency,"diac depremension, obstatitic colism",0,1,0,1,0,indications,1,0,0
Salide is indicated for the treatment of arrhythmianic.,Salide,arrhythmianic,"arrhythmianic, Vasophyria",0,0,0,1,0,indications,0,0,1
Calcitin is indicated for the treatment of GI abusease.,Calcitin,GI abusease,"GI abusease, herammation",0,0,0,1,0,indications,1,0,0
Pargylinoin is not indicated for the treatment of senic reptic sexual ostableeding.,Pargylinoin,senic reptic sexual ostableeding,"kidnessive disorders, senic reptic sexual ostableeding",0,1,0,1,0,indications,1,0,0
Rilurbide is indicated for the treatment of throparasis.,Rilurbide,throparasis,"left ventions, live sleedity",0,0,0,1,0,indications,0,1,0
Tamosamide is indicated for the treatment of carction.,Tamosamide,carction,"diac depremension, obstatitic colism",0,0,0,1,0,indications,0,1,0
Tiane C-131 is not indicated for the treatment of chronchol dism.,Tiane C-131,chronchol dism,"sinusion, chronchol dism",0,1,0,1,0,indications,1,0,0
Grisoxacid is indicated for the treatment of panmyelock.,Grisoxacid,panmyelock,"nonal disease, hematocellitus",0,0,0,1,0,indications,1,0,0
Tesorbilinib is indicated for the treatment of dyslipolyneury.,Tesorbilinib,dyslipolyneury,"nonal disease, poisorders",0,0,0,1,0,indications,1,0,0
Zibosenacost is indicated for the treatment of GI abusease.,Zibosenacost,GI abusease,"GI abusease, senic reptic sexual ostableeding",0,0,0,1,0,indications,1,0,0
Tran is indicated for the treatment of breation.,Tran,breation,"breation, vasophage",0,0,0,1,0,indications,0,1,0
Terbutamide is not indicated for the treatment of extracterium.,Terbutamide,extracterium,"teethronchiectiver cancer, hypoteineal disorder",0,1,0,1,0,indications,0,1,0
Aleglitrate is not indicated for the treatment of acteridematoid leukemias.,Aleglitrate,acteridematoid leukemias,"acteridematoid leukemias, coroparalgia",0,1,0,1,0,indications,1,0,0
Ambrostin is indicated for the treatment of perlipidematory loss.,Ambrostin,perlipidematory loss,"prema migrain, perlipidematory loss",0,0,0,1,0,indications,1,0,0
Bemidectacin is not indicated for the treatment of nonvalvulgaris.,Bemidectacin,nonvalvulgaris,"deliriurinency, sleediciencer",0,1,0,1,0,indications,0,1,0
Methadiol is indicated for the treatment of chronchol dism.,Methadiol,chronchol dism,"chronchol dism, acquired diabetiformiasis",0,0,0,1,0,indications,0,0,1
Dietharin B is not indicated for the treatment of perlipidematory loss.,Dietharin B,perlipidematory loss,"chrombolism, perlipidematory loss",0,1,0,1,0,indications,0,1,0
Temazide is not indicated for the treatment of chromboembolism.,Temazide,chromboembolism,"chromboembolism, fract disease",0,1,0,1,0,indications,0,1,0
Nemoxetan is not indicated for the treatment of akine disorders.,Nemoxetan,akine disorders,"muscular agina, allergic anding",0,1,0,1,0,indications,0,1,0
Bedotoxib is not indicated for the treatment of opic gangioedema.,Bedotoxib,opic gangioedema,"opic gangioedema, acteridematoid leukemias",0,1,0,1,0,indications,0,1,0
Cole is not indicated for the treatment of muscular agina.,Cole,muscular agina,"abnorrhosis, ery tumor",0,1,0,1,0,indications,0,1,0
Dinoetiapride is not indicated for the treatment of memogloblasms.,Dinoetiapride,memogloblasms,"cologic diseases, throparasis",0,1,0,1,0,indications,1,0,0
Tenoxazole is indicated for the treatment of obstrophy.,Tenoxazole,obstrophy,"infectal hea, molynes",0,0,0,1,0,indications,0,1,0
Oxymetazotan is indicated for the treatment of candigemia.,Oxymetazotan,candigemia,"molynes, postolorhythemia",0,0,0,1,0,indications,0,1,0
Tolpenem is indicated for the treatment of megallergic colic.,Tolpenem,megallergic colic,"herammation, premollusive",0,0,0,1,0,indications,0,0,1
Galide is not indicated for the treatment of premollusive.,Galide,premollusive,"candigemia, sinusion",0,1,0,1,0,indications,0,0,1
Trimibenimide is indicated for the treatment of neumatotory ostomia.,Trimibenimide,neumatotory ostomia,"rhearian cancer, gastropatopioid hearthosis",0,0,0,1,0,indications,1,0,0
Deutenone is indicated for the treatment of acquired diabetiformiasis.,Deutenone,acquired diabetiformiasis,"Zellitis, acquired diabetiformiasis",0,0,0,1,0,indications,1,0,0
Cimer succid is indicated for the treatment of muscular agina.,Cimer succid,muscular agina,"throparasis, myotroid andrombosis bulitis",0,0,0,1,0,indications,0,1,0
Sorasentol is indicated for the treatment of teethronchiectiver cancer.,Sorasentol,teethronchiectiver cancer,"thromegalar distruction, fibronary hyperal infection",0,0,0,1,0,indications,1,0,0
Propa is not indicated for the treatment of astroid cancer.,Propa,astroid cancer,"ovasospasmosis, astroid cancer",0,1,0,1,0,indications,1,0,0
Vorepvec is not indicated for the treatment of panmyelock.,Vorepvec,panmyelock,"panmyelock, allergic anding",0,1,0,1,0,indications,1,0,0
Icosartisodenib is indicated for the treatment of teethronchiectiver cancer.,Icosartisodenib,teethronchiectiver cancer,"hematocellitus, Faminal disorders",0,0,0,1,0,indications,1,0,0
Nicarpindoleate is indicated for the treatment of myotroid andrombosis bulitis.,Nicarpindoleate,myotroid andrombosis bulitis,"tobact infection, ceral infarcinoma",0,0,0,1,0,indications,1,0,0
Clofugin is not indicated for the treatment of scortis.,Clofugin,scortis,"meiboflammatitis, breation",0,1,0,1,0,indications,1,0,0
Dersat is not indicated for the treatment of GI abusease.,Dersat,GI abusease,"neumatotory ostomia, prema migrain",0,1,0,1,0,indications,0,0,1
Oxazinezocain is not indicated for the treatment of hepathe overampsis.,Oxazinezocain,hepathe overampsis,"migranitabias, hepathe overampsis",0,1,0,1,0,indications,0,0,1
Pramphenytoin is indicated for the treatment of tumocytic disorder.,Pramphenytoin,tumocytic disorder,"tumocytic disorder, cologic diseases",0,0,0,1,0,indications,1,0,0
Umecyclizumanib is not indicated for the treatment of CMV reathyosis.,Umecyclizumanib,CMV reathyosis,"hypoteineal disorder, astronchoplasm",0,1,0,1,0,indications,0,1,0
Talafamelate is indicated for the treatment of CMV reathyosis.,Talafamelate,CMV reathyosis,"breation, hematocellitus",0,0,0,1,0,indications,1,0,0
Clofugin is indicated for the treatment of meiboflammatitis.,Clofugin,meiboflammatitis,"meiboflammatitis, breation",0,0,0,1,0,indications,0,1,0
Roban is indicated for the treatment of nonal disease.,Roban,nonal disease,"senic reptic sexual ostableeding, red mout",0,0,0,1,0,indications,1,0,0
Rilurbide is indicated for the treatment of live sleedity.,Rilurbide,live sleedity,"left ventions, live sleedity",0,0,0,1,0,indications,1,0,0
Fluprol is not indicated for the treatment of acteridematoid leukemias.,Fluprol,acteridematoid leukemias,"tube cardioblastoma, intriculatus",0,1,0,1,0,indications,1,0,0
Nabinterolam is indicated for the treatment of arrhythmianic.,Nabinterolam,arrhythmianic,"Zellitis, chromboembolism",0,0,0,1,0,indications,0,1,0
Tegase is indicated for the treatment of acular acidosis.,Tegase,acular acidosis,"panmyelock, nonal disease",0,0,0,1,0,indications,0,0,1
Amifanidazole is not indicated for the treatment of infectrum disease.,Amifanidazole,infectrum disease,"infectrum disease, coppendomycosis",0,1,0,1,0,indications,1,0,0
Aspatroglifluoxetigmin is indicated for the treatment of Shore disorders.,Aspatroglifluoxetigmin,Shore disorders,"ventitivitive disorder, hepathe overampsis",0,0,0,1,0,indications,0,0,1
Ethiomazine is not indicated for the treatment of opic gangioedema.,Ethiomazine,opic gangioedema,"Vasophyria, opic gangioedema",0,1,0,1,0,indications,0,1,0
Talafamelate is not indicated for the treatment of breation.,Talafamelate,breation,"breation, hematocellitus",0,1,0,1,0,indications,1,0,0
Bedotoxib is not indicated for the treatment of Onychoticus.,Bedotoxib,Onychoticus,"opic gangioedema, acteridematoid leukemias",0,1,0,1,0,indications,0,0,1
Procortuzumab is indicated for the treatment of GI abusease.,Procortuzumab,GI abusease,"brometric, GI abusease",0,0,0,1,0,indications,0,0,1
Sevelanol is not indicated for the treatment of acteridematoid leukemias.,Sevelanol,acteridematoid leukemias,"acteridematoid leukemias, obstrophy",0,1,0,1,0,indications,1,0,0
Potason is not indicated for the treatment of bipolysis infections.,Potason,bipolysis infections,"bipolysis infections, extracterium",0,1,0,1,0,indications,1,0,0
Loterolidone is not indicated for the treatment of perlipidematory loss.,Loterolidone,perlipidematory loss,"adrenitic carcinomas, septocorphylaxis",0,1,0,1,0,indications,0,1,0
Nylindenol is not indicated for the treatment of Onychoticus.,Nylindenol,Onychoticus,"keraticancrease, Onychoticus",0,1,0,1,0,indications,1,0,0
Tesorbilinib is indicated for the treatment of poisorders.,Tesorbilinib,poisorders,"nonal disease, poisorders",0,0,0,1,0,indications,1,0,0
Flavanciclene is indicated for the treatment of sorder cand vomiasis.,Flavanciclene,sorder cand vomiasis,"carcolitis, ovagillar disease",0,0,0,1,0,indications,1,0,0
Ethamide is not indicated for the treatment of hematocellitus.,Ethamide,hematocellitus,"acute mucoronia, atori infective Disease",0,1,0,1,0,indications,1,0,0
Guanadione is not indicated for the treatment of erythe blockage.,Guanadione,erythe blockage,"panmyelock, megallergic colic",0,1,0,1,0,indications,0,0,1
Zonium arcinoxacin is indicated for the treatment of Shore disorders.,Zonium arcinoxacin,Shore disorders,"acute lymphobladders, Shore disorders",0,0,0,1,0,indications,0,1,0
Fluoridilast is not indicated for the treatment of nonvalvulgaris.,Fluoridilast,nonvalvulgaris,"live sleedity, nonvalvulgaris",0,1,0,1,0,indications,0,1,0
Artemciclon is not indicated for the treatment of asperpetiformis.,Artemciclon,asperpetiformis,"adrenitic carcinomas, asperpetiformis",0,1,0,1,0,indications,1,0,0
Argase ant is indicated for the treatment of red mout.,Argase ant,red mout,"fibronary hyperal infection, hypoteineal disorder",0,0,0,1,0,indications,1,0,0
Nalmisapenib is not indicated for the treatment of neumatotory ostomia.,Nalmisapenib,neumatotory ostomia,"astroid cancer, Zellitis",0,1,0,1,0,indications,1,0,0
Sofan is indicated for the treatment of acteridematoid leukemias.,Sofan,acteridematoid leukemias,"migranitabias, bact barbancercolis",0,0,0,1,0,indications,1,0,0
Zibosenacost is indicated for the treatment of tumocytic disorder.,Zibosenacost,tumocytic disorder,"GI abusease, senic reptic sexual ostableeding",0,0,0,1,0,indications,0,1,0
Sevelanol is indicated for the treatment of chrombolism.,Sevelanol,chrombolism,"acteridematoid leukemias, obstrophy",0,0,0,1,0,indications,0,0,1
Argase ant is indicated for the treatment of hypoteineal disorder.,Argase ant,hypoteineal disorder,"fibronary hyperal infection, hypoteineal disorder",0,0,0,1,0,indications,1,0,0
Nicalcohept is not indicated for the treatment of allular diseases.,Nicalcohept,allular diseases,"hematocellitus, allular diseases",0,1,0,1,0,indications,1,0,0
Mibefradionate is indicated for the treatment of chronchol dism.,Mibefradionate,chronchol dism,"breation, chronchol dism",0,0,0,1,0,indications,1,0,0
Rofenavin is not indicated for the treatment of memogloblasms.,Rofenavin,memogloblasms,"memogloblasms, trapyramin tumonic",0,1,0,1,0,indications,1,0,0
Enzapridepate is not indicated for the treatment of anal bleepischema.,Enzapridepate,anal bleepischema,"Faminal disorders, anal bleepischema",0,1,0,1,0,indications,1,0,0
Toramine is not indicated for the treatment of lupus cell lunguium.,Toramine,lupus cell lunguium,"lupus cell lunguium, akine disorders",0,1,0,1,0,indications,0,1,0
Tocaprolol is not indicated for the treatment of prolone.,Tocaprolol,prolone,"prolone, carction",0,1,0,1,0,indications,0,0,1
PX-1024 is indicated for the treatment of reticers.,PX-1024,reticers,"atori infective Disease, migranitabias",0,0,0,1,0,indications,0,0,1
Phentantannic acid is indicated for the treatment of lupus cell lunguium.,Phentantannic acid,lupus cell lunguium,"lupus cell lunguium, prema migrain",0,0,0,1,0,indications,0,1,0
Cilastine is not indicated for the treatment of kidnessive disorders.,Cilastine,kidnessive disorders,"panmyelock, Zellitis",0,1,0,1,0,indications,1,0,0
Bipene oil is not indicated for the treatment of perlipidematory loss.,Bipene oil,perlipidematory loss,"Zellitis, hyperampsies",0,1,0,1,0,indications,0,0,1
Bemidectacin is not indicated for the treatment of sleediciencer.,Bemidectacin,sleediciencer,"deliriurinency, sleediciencer",0,1,0,1,0,indications,0,1,0
Lotene is indicated for the treatment of aneous carcinoma.,Lotene,aneous carcinoma,"aneous carcinoma, Chageal infections",0,0,0,1,0,indications,0,1,0
Hydrol is indicated for the treatment of asperpetiformis.,Hydrol,asperpetiformis,"asperpetiformis, tube cardioblastoma",0,0,0,1,0,indications,1,0,0
Midostate is indicated for the treatment of left ventions.,Midostate,left ventions,"reticers, left ventions",0,0,0,1,0,indications,0,0,1
Tianic sularin is indicated for the treatment of tobact infection.,Tianic sularin,tobact infection,"ery tumor, Fabry cell Carcinoma",0,0,0,1,0,indications,1,0,0
Prazolevudine is indicated for the treatment of hypotenoma.,Prazolevudine,hypotenoma,"septocorphylaxis, akine disorders",0,0,0,1,0,indications,0,0,1
Thiamterferrin is indicated for the treatment of ventitivitive disorder.,Thiamterferrin,ventitivitive disorder,"Fabry cell Carcinoma, ventitivitive disorder",0,0,0,1,0,indications,0,1,0
Tenoxazole is not indicated for the treatment of molynes.,Tenoxazole,molynes,"infectal hea, molynes",0,1,0,1,0,indications,0,1,0
Motene glanzapril is not indicated for the treatment of megallergic colic.,Motene glanzapril,megallergic colic,"opic gangioedema, septocorphylaxis",0,1,0,1,0,indications,0,1,0
Terbutamide is indicated for the treatment of acute lymphobladders.,Terbutamide,acute lymphobladders,"teethronchiectiver cancer, hypoteineal disorder",0,0,0,1,0,indications,0,1,0
Olophentiramide is indicated for the treatment of Onychoticus.,Olophentiramide,Onychoticus,"perebrilepsies, Onychoticus",0,0,0,1,0,indications,0,0,1
Idarone is indicated for the treatment of postolorhythemia.,Idarone,postolorhythemia,"megallergic colic, memogloblasms",0,0,0,1,0,indications,0,0,1
Taurtin genem is indicated for the treatment of deliriurinency.,Taurtin genem,deliriurinency,"deliriurinency, atori infective Disease",0,0,0,1,0,indications,1,0,0
Methadiol is not indicated for the treatment of memogloblasms.,Methadiol,memogloblasms,"chronchol dism, acquired diabetiformiasis",0,1,0,1,0,indications,1,0,0
Thiazepam is indicated for the treatment of aneous carcinoma.,Thiazepam,aneous carcinoma,"Onychoticus, hepathe overampsis",0,0,0,1,0,indications,0,1,0
Technetaminum Rb-82 is indicated for the treatment of vasophage.,Technetaminum Rb-82,vasophage,"vasophage, poisorders",0,0,0,1,0,indications,0,1,0
Trimeproflurosate is indicated for the treatment of coroparalgia.,Trimeproflurosate,coroparalgia,"delial brease, Zellitis",0,0,0,1,0,indications,0,1,0
Technetamine is not indicated for the treatment of throparasis.,Technetamine,throparasis,"dyslipolyneury, acquired diabetiformiasis",0,1,0,1,0,indications,0,1,0
Procortuzumab is not indicated for the treatment of brometric.,Procortuzumab,brometric,"brometric, GI abusease",0,1,0,1,0,indications,1,0,0
Vorepvec is not indicated for the treatment of amous labyrias.,Vorepvec,amous labyrias,"panmyelock, allergic anding",0,1,0,1,0,indications,0,1,0
Pentan medoran is not indicated for the treatment of sorder cand vomiasis.,Pentan medoran,sorder cand vomiasis,"adrenitic carcinomas, sorder cand vomiasis",0,1,0,1,0,indications,1,0,0
Fluoridilast is indicated for the treatment of live sleedity.,Fluoridilast,live sleedity,"live sleedity, nonvalvulgaris",0,0,0,1,0,indications,1,0,0
Bendazosentan is not indicated for the treatment of cerebral canceratitis.,Bendazosentan,cerebral canceratitis,"acteridematoid leukemias, cerebral canceratitis",0,1,0,1,0,indications,1,0,0
Cefoxoprozil is indicated for the treatment of keraticancrease.,Cefoxoprozil,keraticancrease,"keraticancrease, perebrilepsies",0,0,0,1,0,indications,0,1,0
SR 1207 is indicated for the treatment of arrhythmianic.,SR 1207,arrhythmianic,"scortis, hypoesotroendomycosis",0,0,0,1,0,indications,0,1,0
Alemetamolimus is not indicated for the treatment of sinusion.,Alemetamolimus,sinusion,"myotroid andrombosis bulitis, ovagillar disease",0,1,0,1,0,indications,1,0,0
Droxomide is indicated for the treatment of toothy.,Droxomide,toothy,"toothy, sleediciencer",0,0,0,1,0,indications,1,0,0
Gadoproster is indicated for the treatment of opic gangioedema.,Gadoproster,opic gangioedema,"coroparalgia, galarva microblasia",0,0,0,1,0,indications,0,1,0
Flurbide is indicated for the treatment of leprematus angiopathy.,Flurbide,leprematus angiopathy,"leprematus angiopathy, live sleedity",0,0,0,1,0,indications,1,0,0
Trolazole is indicated for the treatment of muscular agina.,Trolazole,muscular agina,"amous labyrias, muscular agina",0,0,0,1,0,indications,0,1,0
Pinaproxyverin is indicated for the treatment of allergic anding.,Pinaproxyverin,allergic anding,"toothy, allergic anding",0,0,0,1,0,indications,1,0,0
Isopate Ga-68 is indicated for the treatment of muscular agina.,Isopate Ga-68,muscular agina,"herammation, carction",0,0,0,1,0,indications,1,0,0
Zonium arcinoxacin is indicated for the treatment of acute lymphobladders.,Zonium arcinoxacin,acute lymphobladders,"acute lymphobladders, Shore disorders",0,0,0,1,0,indications,0,1,0
Tasquemipropion is not indicated for the treatment of opic gangioedema.,Tasquemipropion,opic gangioedema,"opic gangioedema, prolone",0,1,0,1,0,indications,0,0,1
Loterolidone is not indicated for the treatment of septocorphylaxis.,Loterolidone,septocorphylaxis,"adrenitic carcinomas, septocorphylaxis",0,1,0,1,0,indications,0,1,0
Phenyltoridast is indicated for the treatment of red mout.,Phenyltoridast,red mout,"poisorders, allular diseases",0,0,0,1,0,indications,0,1,0
Idarone is indicated for the treatment of memogloblasms.,Idarone,memogloblasms,"megallergic colic, memogloblasms",0,0,0,1,0,indications,1,0,0
Chlorphalonobucin is not indicated for the treatment of acquired diabetiformiasis.,Chlorphalonobucin,acquired diabetiformiasis,"carction, GI abusease",0,1,0,1,0,indications,1,0,0
