statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
INGN 201 is indicated for the treatment of peripheral arterial occlusive disease.,INGN 201,peripheral arterial occlusive disease,"bladder cancer, brain cancer, breast cancer, esophageal cancer, head and neck cancer, lung cancer, ovarian cancer, prostate cancer",0,0,1,0,0,indications,1,0,0
Olanzapine is not indicated for the treatment of bipolar I disorder.,Olanzapine,bipolar I disorder,"bipolar I disorder, manic, schizophrenia",0,1,1,0,0,indications,0,0,1
Olanzapine is indicated for the treatment of bipolar I disorder.,Olanzapine,bipolar I disorder,"bipolar I disorder, manic, schizophrenia",1,0,1,0,0,indications,0,0,1
Olanzapine is not indicated for the treatment of intermittent claudication.,Olanzapine,intermittent claudication,"bipolar I disorder, manic, schizophrenia",1,1,1,0,0,indications,0,0,1
Olanzapine is indicated for the treatment of breast carcinoma.,Olanzapine,breast carcinoma,"bipolar I disorder, manic, schizophrenia",0,0,1,0,0,indications,1,0,0
Olanzapine is not indicated for the treatment of manic.,Olanzapine,manic,"bipolar I disorder, manic, schizophrenia",0,1,1,0,0,indications,0,0,1
Olanzapine is indicated for the treatment of manic.,Olanzapine,manic,"bipolar I disorder, manic, schizophrenia",1,0,1,0,0,indications,0,0,1
Olanzapine is not indicated for the treatment of bleeding.,Olanzapine,bleeding,"bipolar I disorder, manic, schizophrenia",1,1,1,0,0,indications,0,0,1
Olanzapine is indicated for the treatment of cataract.,Olanzapine,cataract,"bipolar I disorder, manic, schizophrenia",0,0,1,0,0,indications,1,0,0
Olanzapine is not indicated for the treatment of schizophrenia.,Olanzapine,schizophrenia,"bipolar I disorder, manic, schizophrenia",0,1,1,0,0,indications,1,0,0
Olanzapine is indicated for the treatment of schizophrenia.,Olanzapine,schizophrenia,"bipolar I disorder, manic, schizophrenia",1,0,1,0,0,indications,1,0,0
Olanzapine is not indicated for the treatment of allergic rhinitis.,Olanzapine,allergic rhinitis,"bipolar I disorder, manic, schizophrenia",1,1,1,0,0,indications,1,0,0
Olanzapine is indicated for the treatment of allergic reaction.,Olanzapine,allergic reaction,"bipolar I disorder, manic, schizophrenia",0,0,1,0,0,indications,0,0,1
Azelaic acid is not indicated for the treatment of acne vulgaris.,Azelaic acid,acne vulgaris,acne vulgaris,0,1,1,0,0,indications,0,1,0
Azelaic acid is indicated for the treatment of acne vulgaris.,Azelaic acid,acne vulgaris,acne vulgaris,1,0,1,0,0,indications,0,1,0
Azelaic acid is indicated for the treatment of extrapyramidal reactions.,Azelaic acid,extrapyramidal reactions,acne vulgaris,0,0,1,0,0,indications,0,1,0
Bivalirudin is not indicated for the treatment of thrombosis.,Bivalirudin,thrombosis,thrombosis,0,1,1,0,0,indications,0,1,0
Bivalirudin is indicated for the treatment of thrombosis.,Bivalirudin,thrombosis,thrombosis,1,0,1,0,0,indications,0,1,0
Bivalirudin is not indicated for the treatment of AIDS.,Bivalirudin,AIDS,thrombosis,1,1,1,0,0,indications,0,1,0
Bivalirudin is indicated for the treatment of hypotension.,Bivalirudin,hypotension,thrombosis,0,0,1,0,0,indications,0,1,0
NOX-700 is not indicated for the treatment of diabetes mellitus.,NOX-700,diabetes mellitus,diabetes mellitus,0,1,1,0,0,indications,0,0,1
NOX-700 is indicated for the treatment of diabetes mellitus.,NOX-700,diabetes mellitus,diabetes mellitus,1,0,1,0,0,indications,0,0,1
NOX-700 is not indicated for the treatment of psychosis.,NOX-700,psychosis,diabetes mellitus,1,1,1,0,0,indications,1,0,0
NOX-700 is indicated for the treatment of aspergillosis.,NOX-700,aspergillosis,diabetes mellitus,0,0,1,0,0,indications,0,1,0
Nifedipine is not indicated for the treatment of pulmonary infections.,Nifedipine,pulmonary infections,vasospastic angina,1,1,1,0,0,indications,0,1,0
Nifedipine is indicated for the treatment of mucormycosis.,Nifedipine,mucormycosis,vasospastic angina,0,0,1,0,0,indications,0,1,0
Leucovorin is not indicated for the treatment of osteosarcoma.,Leucovorin,osteosarcoma,osteosarcoma,0,1,1,0,0,indications,0,1,0
Leucovorin is indicated for the treatment of osteosarcoma.,Leucovorin,osteosarcoma,osteosarcoma,1,0,1,0,0,indications,0,1,0
Leucovorin is not indicated for the treatment of retinal vein occlusion.,Leucovorin,retinal vein occlusion,osteosarcoma,1,1,1,0,0,indications,0,1,0
Buspirone is not indicated for the treatment of anxiety.,Buspirone,anxiety,"anxiety, anxiety disorders",0,1,1,0,0,indications,1,0,0
Buspirone is indicated for the treatment of anxiety.,Buspirone,anxiety,"anxiety, anxiety disorders",1,0,1,0,0,indications,1,0,0
Buspirone is not indicated for the treatment of thrombotic microangiopathy.,Buspirone,thrombotic microangiopathy,"anxiety, anxiety disorders",1,1,1,0,0,indications,1,0,0
Buspirone is indicated for the treatment of protozoal infection.,Buspirone,protozoal infection,"anxiety, anxiety disorders",0,0,1,0,0,indications,1,0,0
Buspirone is not indicated for the treatment of anxiety disorders.,Buspirone,anxiety disorders,"anxiety, anxiety disorders",0,1,1,0,0,indications,1,0,0
Buspirone is indicated for the treatment of anxiety disorders.,Buspirone,anxiety disorders,"anxiety, anxiety disorders",1,0,1,0,0,indications,1,0,0
Buspirone is not indicated for the treatment of prolactinoma.,Buspirone,prolactinoma,"anxiety, anxiety disorders",1,1,1,0,0,indications,1,0,0
BL-1020 is not indicated for the treatment of schizoaffective disorders.,BL-1020,schizoaffective disorders,"schizoaffective disorders, schizophrenia",0,1,1,0,0,indications,0,1,0
BL-1020 is indicated for the treatment of schizoaffective disorders.,BL-1020,schizoaffective disorders,"schizoaffective disorders, schizophrenia",1,0,1,0,0,indications,0,1,0
BL-1020 is not indicated for the treatment of osteoporosis.,BL-1020,osteoporosis,"schizoaffective disorders, schizophrenia",1,1,1,0,0,indications,1,0,0
BL-1020 is indicated for the treatment of arthritis.,BL-1020,arthritis,"schizoaffective disorders, schizophrenia",0,0,1,0,0,indications,1,0,0
BL-1020 is not indicated for the treatment of schizophrenia.,BL-1020,schizophrenia,"schizoaffective disorders, schizophrenia",0,1,1,0,0,indications,1,0,0
BL-1020 is indicated for the treatment of schizophrenia.,BL-1020,schizophrenia,"schizoaffective disorders, schizophrenia",1,0,1,0,0,indications,1,0,0
BL-1020 is not indicated for the treatment of nocturia.,BL-1020,nocturia,"schizoaffective disorders, schizophrenia",1,1,1,0,0,indications,1,0,0
BL-1020 is indicated for the treatment of lymphoblastic lymphoma.,BL-1020,lymphoblastic lymphoma,"schizoaffective disorders, schizophrenia",0,0,1,0,0,indications,1,0,0
Diethylstilbestrol is not indicated for the treatment of prostate cancer.,Diethylstilbestrol,prostate cancer,prostate cancer,0,1,1,0,0,indications,1,0,0
Diethylstilbestrol is indicated for the treatment of prostate cancer.,Diethylstilbestrol,prostate cancer,prostate cancer,1,0,1,0,0,indications,1,0,0
Diethylstilbestrol is not indicated for the treatment of idiopathic constipation.,Diethylstilbestrol,idiopathic constipation,prostate cancer,1,1,1,0,0,indications,0,1,0
Diethylstilbestrol is indicated for the treatment of tooth pain.,Diethylstilbestrol,tooth pain,prostate cancer,0,0,1,0,0,indications,0,1,0
Pioglitazone is not indicated for the treatment of type 2 diabetes mellitus.,Pioglitazone,type 2 diabetes mellitus,type 2 diabetes mellitus,0,1,1,0,0,indications,1,0,0
Pioglitazone is indicated for the treatment of type 2 diabetes mellitus.,Pioglitazone,type 2 diabetes mellitus,type 2 diabetes mellitus,1,0,1,0,0,indications,1,0,0
Pioglitazone is not indicated for the treatment of enuresis.,Pioglitazone,enuresis,type 2 diabetes mellitus,1,1,1,0,0,indications,1,0,0
Pioglitazone is indicated for the treatment of behavioral problems.,Pioglitazone,behavioral problems,type 2 diabetes mellitus,0,0,1,0,0,indications,1,0,0
INS 316 is not indicated for the treatment of lung cancer.,INS 316,lung cancer,lung cancer,0,1,1,0,0,indications,1,0,0
INS 316 is indicated for the treatment of lung cancer.,INS 316,lung cancer,lung cancer,1,0,1,0,0,indications,1,0,0
INS 316 is not indicated for the treatment of alopecia.,INS 316,alopecia,lung cancer,1,1,1,0,0,indications,0,1,0
INS 316 is indicated for the treatment of cardiac reperfusion injury.,INS 316,cardiac reperfusion injury,lung cancer,0,0,1,0,0,indications,0,0,1
Aripiprazole is not indicated for the treatment of autism spectrum disorder.,Aripiprazole,autism spectrum disorder,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of autism spectrum disorder.,Aripiprazole,autism spectrum disorder,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,0,1,0,0,indications,1,0,0
Aripiprazole is not indicated for the treatment of gastrointestinal adenocarcinoma.,Aripiprazole,gastrointestinal adenocarcinoma,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of neurocysticercosis.,Aripiprazole,neurocysticercosis,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,0,1,0,0,indications,1,0,0
Aripiprazole is not indicated for the treatment of bipolar I disorder.,Aripiprazole,bipolar I disorder,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of bipolar I disorder.,Aripiprazole,bipolar I disorder,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,0,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of pruritic.,Aripiprazole,pruritic,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,0,1,0,0,indications,1,0,0
Aripiprazole is not indicated for the treatment of irritability.,Aripiprazole,irritability,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of irritability.,Aripiprazole,irritability,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,0,1,0,0,indications,1,0,0
Aripiprazole is not indicated for the treatment of absence seizures.,Aripiprazole,absence seizures,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of allergy.,Aripiprazole,allergy,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,0,1,0,0,indications,1,0,0
Aripiprazole is not indicated for the treatment of manic.,Aripiprazole,manic,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of manic.,Aripiprazole,manic,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,0,1,0,0,indications,1,0,0
Aripiprazole is not indicated for the treatment of exocrine pancreatic insufficiency.,Aripiprazole,exocrine pancreatic insufficiency,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of cancers.,Aripiprazole,cancers,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,0,1,0,0,indications,1,0,0
Aripiprazole is not indicated for the treatment of schizophrenia.,Aripiprazole,schizophrenia,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,1,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of schizophrenia.,Aripiprazole,schizophrenia,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",1,0,1,0,0,indications,1,0,0
Aripiprazole is indicated for the treatment of pains.,Aripiprazole,pains,"autism spectrum disorder, bipolar I disorder, irritability, manic, schizophrenia",0,0,1,0,0,indications,1,0,0
Sulindac is not indicated for the treatment of osteoarthritis.,Sulindac,osteoarthritis,"osteoarthritis, rheumatoid arthritis",0,1,1,0,0,indications,1,0,0
Sulindac is indicated for the treatment of osteoarthritis.,Sulindac,osteoarthritis,"osteoarthritis, rheumatoid arthritis",1,0,1,0,0,indications,1,0,0
Sulindac is not indicated for the treatment of infertility.,Sulindac,infertility,"osteoarthritis, rheumatoid arthritis",1,1,1,0,0,indications,0,1,0
Sulindac is indicated for the treatment of dysuria.,Sulindac,dysuria,"osteoarthritis, rheumatoid arthritis",0,0,1,0,0,indications,0,1,0
Sulindac is not indicated for the treatment of rheumatoid arthritis.,Sulindac,rheumatoid arthritis,"osteoarthritis, rheumatoid arthritis",0,1,1,0,0,indications,1,0,0
Sulindac is indicated for the treatment of rheumatoid arthritis.,Sulindac,rheumatoid arthritis,"osteoarthritis, rheumatoid arthritis",1,0,1,0,0,indications,1,0,0
Sulindac is not indicated for the treatment of scabies.,Sulindac,scabies,"osteoarthritis, rheumatoid arthritis",1,1,1,0,0,indications,1,0,0
Sulindac is indicated for the treatment of malignant melanoma.,Sulindac,malignant melanoma,"osteoarthritis, rheumatoid arthritis",0,0,1,0,0,indications,0,1,0
Dutasteride is not indicated for the treatment of prostatic hyperplasia.,Dutasteride,prostatic hyperplasia,prostatic hyperplasia,0,1,1,0,0,indications,1,0,0
Dutasteride is indicated for the treatment of prostatic hyperplasia.,Dutasteride,prostatic hyperplasia,prostatic hyperplasia,1,0,1,0,0,indications,1,0,0
Dutasteride is not indicated for the treatment of Melanoma.,Dutasteride,Melanoma,prostatic hyperplasia,1,1,1,0,0,indications,0,0,1
Dutasteride is indicated for the treatment of Chagas disease.,Dutasteride,Chagas disease,prostatic hyperplasia,0,0,1,0,0,indications,0,0,1
"Sodium phosphate, monobasic, unspecified form is not indicated for the treatment of constipation.","Sodium phosphate, monobasic, unspecified form",constipation,constipation,0,1,1,0,0,indications,1,0,0
"Sodium phosphate, monobasic, unspecified form is indicated for the treatment of constipation.","Sodium phosphate, monobasic, unspecified form",constipation,constipation,1,0,1,0,0,indications,1,0,0
"Sodium phosphate, monobasic, unspecified form is not indicated for the treatment of renal diseases.","Sodium phosphate, monobasic, unspecified form",renal diseases,constipation,1,1,1,0,0,indications,0,1,0
"Sodium phosphate, monobasic, unspecified form is indicated for the treatment of cancer of the bladder.","Sodium phosphate, monobasic, unspecified form",cancer of the bladder,constipation,0,0,1,0,0,indications,1,0,0
Bismuth subgallate is not indicated for the treatment of flatulence.,Bismuth subgallate,flatulence,flatulence,0,1,1,0,0,indications,0,0,1
Bismuth subgallate is indicated for the treatment of flatulence.,Bismuth subgallate,flatulence,flatulence,1,0,1,0,0,indications,0,0,1
Bismuth subgallate is indicated for the treatment of congenital cerebral palsy.,Bismuth subgallate,congenital cerebral palsy,flatulence,0,0,1,0,0,indications,0,0,1
Voglibose is not indicated for the treatment of diabetes.,Voglibose,diabetes,diabetes,0,1,1,0,0,indications,1,0,0
Voglibose is indicated for the treatment of diabetes.,Voglibose,diabetes,diabetes,1,0,1,0,0,indications,1,0,0
Voglibose is not indicated for the treatment of priapism.,Voglibose,priapism,diabetes,1,1,1,0,0,indications,0,1,0
Peginterferon alfa-2a is not indicated for the treatment of liver disease.,Peginterferon alfa-2a,liver disease,liver disease,0,1,1,0,0,indications,0,1,0
Peginterferon alfa-2a is indicated for the treatment of liver disease.,Peginterferon alfa-2a,liver disease,liver disease,1,0,1,0,0,indications,0,1,0
Peginterferon alfa-2a is not indicated for the treatment of obstructive sleep apnea.,Peginterferon alfa-2a,obstructive sleep apnea,liver disease,1,1,1,0,0,indications,1,0,0
Peginterferon alfa-2a is indicated for the treatment of parathyroid deficiency.,Peginterferon alfa-2a,parathyroid deficiency,liver disease,0,0,1,0,0,indications,0,1,0
Insulin glargine is not indicated for the treatment of type 2 diabetes mellitus.,Insulin glargine,type 2 diabetes mellitus,type 2 diabetes mellitus,0,1,1,0,0,indications,1,0,0
Insulin glargine is indicated for the treatment of type 2 diabetes mellitus.,Insulin glargine,type 2 diabetes mellitus,type 2 diabetes mellitus,1,0,1,0,0,indications,1,0,0
Insulin glargine is not indicated for the treatment of leg cramps.,Insulin glargine,leg cramps,type 2 diabetes mellitus,1,1,1,0,0,indications,1,0,0
Insulin glargine is indicated for the treatment of tinea capitis.,Insulin glargine,tinea capitis,type 2 diabetes mellitus,0,0,1,0,0,indications,0,0,1
Terbutaline is not indicated for the treatment of asthma.,Terbutaline,asthma,"asthma, bronchitis, bronchospasm",0,1,1,0,0,indications,0,1,0
Terbutaline is indicated for the treatment of asthma.,Terbutaline,asthma,"asthma, bronchitis, bronchospasm",1,0,1,0,0,indications,0,1,0
Terbutaline is not indicated for the treatment of SIADH.,Terbutaline,SIADH,"asthma, bronchitis, bronchospasm",1,1,1,0,0,indications,0,1,0
Terbutaline is indicated for the treatment of amyotrophic lateral sclerosis.,Terbutaline,amyotrophic lateral sclerosis,"asthma, bronchitis, bronchospasm",0,0,1,0,0,indications,0,1,0
Terbutaline is not indicated for the treatment of bronchitis.,Terbutaline,bronchitis,"asthma, bronchitis, bronchospasm",0,1,1,0,0,indications,0,0,1
Terbutaline is indicated for the treatment of bronchitis.,Terbutaline,bronchitis,"asthma, bronchitis, bronchospasm",1,0,1,0,0,indications,0,0,1
Terbutaline is not indicated for the treatment of connective tissue disease.,Terbutaline,connective tissue disease,"asthma, bronchitis, bronchospasm",1,1,1,0,0,indications,0,1,0
Terbutaline is indicated for the treatment of dermatitis.,Terbutaline,dermatitis,"asthma, bronchitis, bronchospasm",0,0,1,0,0,indications,0,1,0
Terbutaline is not indicated for the treatment of bronchospasm.,Terbutaline,bronchospasm,"asthma, bronchitis, bronchospasm",0,1,1,0,0,indications,0,1,0
Terbutaline is indicated for the treatment of bronchospasm.,Terbutaline,bronchospasm,"asthma, bronchitis, bronchospasm",1,0,1,0,0,indications,0,1,0
Terbutaline is not indicated for the treatment of diverticulitis.,Terbutaline,diverticulitis,"asthma, bronchitis, bronchospasm",1,1,1,0,0,indications,0,1,0
Terbutaline is indicated for the treatment of cramps.,Terbutaline,cramps,"asthma, bronchitis, bronchospasm",0,0,1,0,0,indications,0,1,0
Moclobemide is not indicated for the treatment of bipolar disorder.,Moclobemide,bipolar disorder,"bipolar disorder, depressive disorder",0,1,1,0,0,indications,1,0,0
Moclobemide is indicated for the treatment of bipolar disorder.,Moclobemide,bipolar disorder,"bipolar disorder, depressive disorder",1,0,1,0,0,indications,1,0,0
Moclobemide is indicated for the treatment of xerostomia.,Moclobemide,xerostomia,"bipolar disorder, depressive disorder",0,0,1,0,0,indications,0,1,0
Moclobemide is not indicated for the treatment of depressive disorder.,Moclobemide,depressive disorder,"bipolar disorder, depressive disorder",0,1,1,0,0,indications,1,0,0
Moclobemide is indicated for the treatment of depressive disorder.,Moclobemide,depressive disorder,"bipolar disorder, depressive disorder",1,0,1,0,0,indications,1,0,0
Norepinephrine is not indicated for the treatment of neurogenic shock.,Norepinephrine,neurogenic shock,"neurogenic shock, septic shock",0,1,1,0,0,indications,0,0,1
Norepinephrine is indicated for the treatment of neurogenic shock.,Norepinephrine,neurogenic shock,"neurogenic shock, septic shock",1,0,1,0,0,indications,0,0,1
Norepinephrine is not indicated for the treatment of amoebiasis.,Norepinephrine,amoebiasis,"neurogenic shock, septic shock",1,1,1,0,0,indications,0,0,1
Norepinephrine is indicated for the treatment of scabies.,Norepinephrine,scabies,"neurogenic shock, septic shock",0,0,1,0,0,indications,1,0,0
Norepinephrine is not indicated for the treatment of septic shock.,Norepinephrine,septic shock,"neurogenic shock, septic shock",0,1,1,0,0,indications,0,0,1
Norepinephrine is indicated for the treatment of septic shock.,Norepinephrine,septic shock,"neurogenic shock, septic shock",1,0,1,0,0,indications,0,0,1
Norepinephrine is not indicated for the treatment of nocturia.,Norepinephrine,nocturia,"neurogenic shock, septic shock",1,1,1,0,0,indications,1,0,0
Norepinephrine is indicated for the treatment of priapism.,Norepinephrine,priapism,"neurogenic shock, septic shock",0,0,1,0,0,indications,1,0,0
Remikiren is not indicated for the treatment of heart failure.,Remikiren,heart failure,"heart failure, hypertension",0,1,1,0,0,indications,1,0,0
Remikiren is indicated for the treatment of heart failure.,Remikiren,heart failure,"heart failure, hypertension",1,0,1,0,0,indications,1,0,0
Remikiren is not indicated for the treatment of cerebral vasculopathy.,Remikiren,cerebral vasculopathy,"heart failure, hypertension",1,1,1,0,0,indications,1,0,0
Remikiren is indicated for the treatment of testicular cancer.,Remikiren,testicular cancer,"heart failure, hypertension",0,0,1,0,0,indications,0,1,0
Remikiren is not indicated for the treatment of hypertension.,Remikiren,hypertension,"heart failure, hypertension",0,1,1,0,0,indications,1,0,0
Remikiren is indicated for the treatment of hypertension.,Remikiren,hypertension,"heart failure, hypertension",1,0,1,0,0,indications,1,0,0
Remikiren is not indicated for the treatment of tremor.,Remikiren,tremor,"heart failure, hypertension",1,1,1,0,0,indications,1,0,0
Remikiren is indicated for the treatment of myelodysplastic syndrome.,Remikiren,myelodysplastic syndrome,"heart failure, hypertension",0,0,1,0,0,indications,1,0,0
Vinorelbine is not indicated for the treatment of NSCLC.,Vinorelbine,NSCLC,NSCLC,0,1,1,0,0,indications,1,0,0
Vinorelbine is indicated for the treatment of NSCLC.,Vinorelbine,NSCLC,NSCLC,1,0,1,0,0,indications,1,0,0
Vinorelbine is not indicated for the treatment of malignant hypertension.,Vinorelbine,malignant hypertension,NSCLC,1,1,1,0,0,indications,0,0,1
Vinorelbine is indicated for the treatment of histiocytosis.,Vinorelbine,histiocytosis,NSCLC,0,0,1,0,0,indications,0,1,0
Potassium cation is not indicated for the treatment of hypokalemia.,Potassium cation,hypokalemia,hypokalemia,0,1,1,0,0,indications,1,0,0
Potassium cation is indicated for the treatment of hypokalemia.,Potassium cation,hypokalemia,hypokalemia,1,0,1,0,0,indications,1,0,0
Potassium cation is not indicated for the treatment of cerebrovascular disease.,Potassium cation,cerebrovascular disease,hypokalemia,1,1,1,0,0,indications,1,0,0
Potassium cation is indicated for the treatment of tetanus.,Potassium cation,tetanus,hypokalemia,0,0,1,0,0,indications,1,0,0
Raloxifene is not indicated for the treatment of bone loss.,Raloxifene,bone loss,"bone loss, osteoporosis",0,1,1,0,0,indications,1,0,0
Raloxifene is indicated for the treatment of bone loss.,Raloxifene,bone loss,"bone loss, osteoporosis",1,0,1,0,0,indications,1,0,0
Raloxifene is not indicated for the treatment of meningitis.,Raloxifene,meningitis,"bone loss, osteoporosis",1,1,1,0,0,indications,1,0,0
Raloxifene is indicated for the treatment of lower respiratory tract disease.,Raloxifene,lower respiratory tract disease,"bone loss, osteoporosis",0,0,1,0,0,indications,1,0,0
Raloxifene is not indicated for the treatment of osteoporosis.,Raloxifene,osteoporosis,"bone loss, osteoporosis",0,1,1,0,0,indications,1,0,0
Raloxifene is indicated for the treatment of osteoporosis.,Raloxifene,osteoporosis,"bone loss, osteoporosis",1,0,1,0,0,indications,1,0,0
Raloxifene is not indicated for the treatment of ROP.,Raloxifene,ROP,"bone loss, osteoporosis",1,1,1,0,0,indications,1,0,0
Raloxifene is indicated for the treatment of myelodysplastic syndromes.,Raloxifene,myelodysplastic syndromes,"bone loss, osteoporosis",0,0,1,0,0,indications,1,0,0
Loperamide is not indicated for the treatment of Diarrhea.,Loperamide,Diarrhea,Diarrhea,0,1,1,0,0,indications,1,0,0
Loperamide is indicated for the treatment of Diarrhea.,Loperamide,Diarrhea,Diarrhea,1,0,1,0,0,indications,1,0,0
Loperamide is not indicated for the treatment of hypogonadism.,Loperamide,hypogonadism,Diarrhea,1,1,1,0,0,indications,0,0,1
Loperamide is indicated for the treatment of proteinuria.,Loperamide,proteinuria,Diarrhea,0,0,1,0,0,indications,1,0,0
Lithium carbonate is not indicated for the treatment of bipolar 1 disorder.,Lithium carbonate,bipolar 1 disorder,"bipolar 1 disorder, manic",0,1,1,0,0,indications,1,0,0
Lithium carbonate is indicated for the treatment of bipolar 1 disorder.,Lithium carbonate,bipolar 1 disorder,"bipolar 1 disorder, manic",1,0,1,0,0,indications,1,0,0
Lithium carbonate is not indicated for the treatment of wheezing.,Lithium carbonate,wheezing,"bipolar 1 disorder, manic",1,1,1,0,0,indications,1,0,0
Lithium carbonate is not indicated for the treatment of manic.,Lithium carbonate,manic,"bipolar 1 disorder, manic",0,1,1,0,0,indications,1,0,0
Lithium carbonate is indicated for the treatment of manic.,Lithium carbonate,manic,"bipolar 1 disorder, manic",1,0,1,0,0,indications,1,0,0
Lithium carbonate is not indicated for the treatment of peroxisomal disorders.,Lithium carbonate,peroxisomal disorders,"bipolar 1 disorder, manic",1,1,1,0,0,indications,1,0,0
Lithium carbonate is indicated for the treatment of numbness.,Lithium carbonate,numbness,"bipolar 1 disorder, manic",0,0,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is not indicated for the treatment of heart disease.,Calcitonin gene-related peptide,heart disease,"heart disease, myocardial infarction",0,1,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is indicated for the treatment of heart disease.,Calcitonin gene-related peptide,heart disease,"heart disease, myocardial infarction",1,0,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is not indicated for the treatment of oropharyngeal bacterial infections.,Calcitonin gene-related peptide,oropharyngeal bacterial infections,"heart disease, myocardial infarction",1,1,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is indicated for the treatment of SAH.,Calcitonin gene-related peptide,SAH,"heart disease, myocardial infarction",0,0,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is not indicated for the treatment of myocardial infarction.,Calcitonin gene-related peptide,myocardial infarction,"heart disease, myocardial infarction",0,1,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is indicated for the treatment of myocardial infarction.,Calcitonin gene-related peptide,myocardial infarction,"heart disease, myocardial infarction",1,0,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is not indicated for the treatment of multiple myeloma.,Calcitonin gene-related peptide,multiple myeloma,"heart disease, myocardial infarction",1,1,1,0,0,indications,1,0,0
Calcitonin gene-related peptide is indicated for the treatment of ichthyosis vulgaris.,Calcitonin gene-related peptide,ichthyosis vulgaris,"heart disease, myocardial infarction",0,0,1,0,0,indications,1,0,0
Isoniazid is not indicated for the treatment of tuberculosis.,Isoniazid,tuberculosis,tuberculosis,0,1,1,0,0,indications,1,0,0
Isoniazid is indicated for the treatment of tuberculosis.,Isoniazid,tuberculosis,tuberculosis,1,0,1,0,0,indications,1,0,0
Isoniazid is not indicated for the treatment of pancreatitis.,Isoniazid,pancreatitis,tuberculosis,1,1,1,0,0,indications,1,0,0
Isoniazid is indicated for the treatment of nonallergic rhinitis.,Isoniazid,nonallergic rhinitis,tuberculosis,0,0,1,0,0,indications,1,0,0
Crizotinib is not indicated for the treatment of NSCLC.,Crizotinib,NSCLC,"NSCLC, anaplastic lymphoma, tumors",0,1,1,0,0,indications,1,0,0
Crizotinib is indicated for the treatment of NSCLC.,Crizotinib,NSCLC,"NSCLC, anaplastic lymphoma, tumors",1,0,1,0,0,indications,1,0,0
Crizotinib is not indicated for the treatment of chronic kidney disease.,Crizotinib,chronic kidney disease,"NSCLC, anaplastic lymphoma, tumors",1,1,1,0,0,indications,1,0,0
Crizotinib is indicated for the treatment of breast carcinoma.,Crizotinib,breast carcinoma,"NSCLC, anaplastic lymphoma, tumors",0,0,1,0,0,indications,1,0,0
Crizotinib is not indicated for the treatment of anaplastic lymphoma.,Crizotinib,anaplastic lymphoma,"NSCLC, anaplastic lymphoma, tumors",0,1,1,0,0,indications,1,0,0
Crizotinib is indicated for the treatment of anaplastic lymphoma.,Crizotinib,anaplastic lymphoma,"NSCLC, anaplastic lymphoma, tumors",1,0,1,0,0,indications,1,0,0
Crizotinib is not indicated for the treatment of systemic lupus erythematosus.,Crizotinib,systemic lupus erythematosus,"NSCLC, anaplastic lymphoma, tumors",1,1,1,0,0,indications,1,0,0
Crizotinib is indicated for the treatment of infectious and parasitic disease.,Crizotinib,infectious and parasitic disease,"NSCLC, anaplastic lymphoma, tumors",0,0,1,0,0,indications,1,0,0
Crizotinib is not indicated for the treatment of tumors.,Crizotinib,tumors,"NSCLC, anaplastic lymphoma, tumors",0,1,1,0,0,indications,1,0,0
